binary_ohe__Gender_Male,binary_ohe__OverTime_Yes,binary_ohe__Attrition_Yes,ohe__EducationBackground_Life Sciences,ohe__EducationBackground_Marketing,ohe__EducationBackground_Medical,ohe__EducationBackground_Other,ohe__EducationBackground_Technical Degree,ohe__MaritalStatus_Married,ohe__MaritalStatus_Single,ohe__EmpDepartment_Development,ohe__EmpDepartment_Finance,ohe__EmpDepartment_Human Resources,ohe__EmpDepartment_Research & Development,ohe__EmpDepartment_Sales,ohe__EmpJobRole_Data Scientist,ohe__EmpJobRole_Delivery Manager,ohe__EmpJobRole_Developer,ohe__EmpJobRole_Finance Manager,ohe__EmpJobRole_Healthcare Representative,ohe__EmpJobRole_Human Resources,ohe__EmpJobRole_Laboratory Technician,ohe__EmpJobRole_Manager,ohe__EmpJobRole_Manager R&D,ohe__EmpJobRole_Manufacturing Director,ohe__EmpJobRole_Research Director,ohe__EmpJobRole_Research Scientist,ohe__EmpJobRole_Sales Executive,ohe__EmpJobRole_Sales Representative,ohe__EmpJobRole_Senior Developer,ohe__EmpJobRole_Senior Manager R&D,ohe__EmpJobRole_Technical Architect,ohe__EmpJobRole_Technical Lead,ohe__BusinessTravelFrequency_Travel_Frequently,ohe__BusinessTravelFrequency_Travel_Rarely,scaler__Age,scaler__DistanceFromHome,scaler__EmpHourlyRate,scaler__EmpLastSalaryHikePercent,scaler__ExperienceYearsAtThisCompany,scaler__ExperienceYearsInCurrentRole,scaler__NumCompaniesWorked,scaler__TotalWorkExperienceInYears,scaler__TrainingTimesLastYear,scaler__YearsSinceLastPromotion,scaler__YearsWithCurrManager,remainder__EmpEducationLevel,remainder__EmpEnvironmentSatisfaction,remainder__EmpJobInvolvement,remainder__EmpJobLevel,remainder__EmpJobSatisfaction,remainder__EmpRelationshipSatisfaction,remainder__EmpWorkLifeBalance
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3948549473419409,1.9409588585361073,-1.0720837135509165,-0.6148565105224999,0.009374837435404935,0.003948021182106815,-0.6912302348011908,-0.8278812159876497,-0.6404771591372063,-0.976563525066066,-0.281856995190024,3.0,4.0,2.0,2.0,2.0,4.0,3.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8361068534887502,0.10628372252306158,1.485533038059342,-1.156675167689038,0.21957550914793383,0.2896758058165739,-0.6912302348011908,-0.6745576806615107,0.9538657156134327,-0.976563525066066,-0.281856995190024,4.0,3.0,3.0,1.0,3.0,3.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.395634944775428,-0.7498980076163597,-1.121268651081883,2.636055432476729,-0.543519500596949,-0.3644191610940013,0.5138921408540688,-0.06126353935695343,0.15669427823811324,-0.10624860726743034,-0.281856995190024,2.0,3.0,2.0,2.0,1.0,1.0,3.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1781942751432897,0.22859539825726463,-0.28512471305545234,-0.6148565105224999,0.009374837435404935,0.003948021182106815,-0.6912302348011908,-0.8278812159876497,0.15669427823811324,0.7640663105312053,0.0794266637425508,2.0,1.0,3.0,2.0,1.0,3.0,3.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.05913809256993423,-0.26065130467954756,0.8461288501567772,0.1978714752273073,1.3468387269842452,0.8914995868024942,-0.2895227762494376,1.0120012079260203,-0.6404771591372063,1.4667193431560928,1.6527008868316604,3.0,1.0,4.0,2.0,1.0,4.0,2.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.052767525687401326,-0.26065130467954756,0.6002041625019447,1.8233274467269218,0.009374837435404935,0.003948021182106815,0.9155995994058219,0.8586776725998816,-0.6404771591372063,-0.976563525066066,0.3596600408137587,4.0,4.0,3.0,2.0,1.0,3.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.618666183856612,0.10628372252306158,-1.2688234636747824,1.2815087895603836,0.9545539512260023,0.8914995868024942,0.5138921408540688,0.3987070666214634,-0.6404771591372063,1.0442451339701715,1.0978280995940177,3.0,3.0,3.0,3.0,3.0,3.0,4.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1781942751432897,-0.6275863318821566,-0.8753439634270505,-0.885765839105769,0.5622691754677592,0.8914995868024942,-0.6912302348011908,-0.36791061000923186,-2.234820033887845,1.634381228329841,0.3596600408137587,4.0,4.0,2.0,2.0,4.0,2.0,3.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05913809256993423,-0.13833962894534452,0.8953137876877437,-0.6148565105224999,0.40165961319364796,0.8914995868024942,0.5138921408540688,0.24538353129532472,0.15669427823811324,-0.976563525066066,0.949911040600859,4.0,1.0,3.0,2.0,4.0,4.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9551630360621057,-0.01602795321114146,0.059169849661313174,-1.156675167689038,-0.23923978916701666,0.003948021182106815,0.11218468230231556,-0.21458707468309265,2.5482085903640717,0.4028529834629872,0.0794266637425508,2.0,1.0,3.0,2.0,3.0,3.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.626596745606119,-0.9945213590847658,1.2887932879354758,1.2815087895603836,-1.488698614387546,-1.7711551100586682,0.11218468230231556,1.3186482785782987,-0.6404771591372063,-0.976563525066066,-1.6615420899740658,4.0,3.0,1.0,3.0,4.0,3.0,4.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0662886568859542,-0.8722096833505628,0.4034644123780787,-1.156675167689038,0.009374837435404935,0.2896758058165739,-0.6912302348011908,-0.8278812159876497,0.15669427823811324,-0.976563525066066,0.3596600408137587,3.0,4.0,3.0,2.0,3.0,1.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5003899987167435,-0.8722096833505628,1.0920535378116099,1.0105994609771145,1.8416985526246843,1.2992688392195366,-0.6912302348011908,1.7786188845567168,-0.6404771591372063,-0.976563525066066,0.3596600408137587,4.0,4.0,3.0,4.0,2.0,2.0,3.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1781942751432897,-0.7498980076163597,0.3542794748471122,1.8233274467269218,0.21957550914793383,0.2896758058165739,-1.092937693352944,-0.5212341453353716,-0.6404771591372063,-0.976563525066066,0.3596600408137587,1.0,3.0,3.0,1.0,1.0,3.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.178974272576777,-0.9945213590847658,-0.4326795256483519,1.5524181181436527,1.1647546229385308,1.5131759552613238,-0.6912302348011908,0.3987070666214634,-0.6404771591372063,-0.10624860726743034,1.2301444176720675,4.0,3.0,3.0,2.0,3.0,1.0,2.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1718237082607568,2.1855822100045135,0.5510192249709782,-0.885765839105769,0.009374837435404935,0.2896758058165739,0.5138921408540688,-0.36791061000923186,-0.6404771591372063,-0.10624860726743034,0.0794266637425508,2.0,2.0,4.0,2.0,3.0,4.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8424774203712831,2.430205561472919,1.3379782254664423,0.4687808038105764,0.40165961319364796,-1.7711551100586682,2.1207219750610813,0.09205999596918552,0.15669427823811324,-0.10624860726743034,0.7822165099733523,1.0,4.0,1.0,2.0,3.0,4.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6122956169740791,-0.5052746561479536,1.1904234128735427,-0.6148565105224999,-1.488698614387546,-1.7711551100586682,1.317307057957575,1.6252953492305782,0.15669427823811324,-0.976563525066066,-1.6615420899740658,2.0,4.0,3.0,5.0,3.0,2.0,4.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1781942751432897,-0.7498980076163597,0.7969439126258108,1.8233274467269218,0.5622691754677592,0.8914995868024942,-0.6912302348011908,-0.36791061000923186,-0.6404771591372063,-0.976563525066066,0.949911040600859,4.0,1.0,4.0,1.0,4.0,2.0,3.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1710437108272698,-0.3829629804137506,0.009984912130346668,-0.34394718193923085,-0.543519500596949,-0.3644191610940013,-1.092937693352944,-0.9812047513137891,0.15669427823811324,0.4028529834629872,-0.281856995190024,1.0,3.0,3.0,1.0,3.0,4.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28294932908460535,2.0632705342703104,1.2887932879354758,1.2815087895603836,0.009374837435404935,0.2896758058165739,-0.6912302348011908,-0.8278812159876497,-0.6404771591372063,-0.976563525066066,-1.6615420899740658,1.0,1.0,2.0,1.0,3.0,3.0,3.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1710437108272698,-0.6275863318821566,1.0428686002806433,-1.156675167689038,0.7059393246235809,0.7205171462656593,-0.6912302348011908,-0.21458707468309265,0.15669427823811324,-0.10624860726743034,-0.7910577131157575,4.0,3.0,3.0,2.0,3.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.619446181290099,-0.7498980076163597,1.5839029131212747,0.7396901323938455,0.40165961319364796,0.8914995868024942,0.11218468230231556,1.6252953492305782,2.5482085903640717,-0.10624860726743034,-1.6615420899740658,3.0,4.0,3.0,4.0,2.0,3.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5075405630327636,-0.9945213590847658,0.9936836627496768,-0.07303785335596177,-0.543519500596949,-0.3644191610940013,-0.2895227762494376,-0.8278812159876497,-0.6404771591372063,-0.976563525066066,-0.281856995190024,3.0,3.0,2.0,1.0,3.0,4.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5067605655992764,1.207088804130889,0.6985740375638777,-0.6148565105224999,-0.23923978916701666,0.003948021182106815,0.11218468230231556,-0.06126353935695343,-0.6404771591372063,-0.976563525066066,-0.281856995190024,3.0,4.0,1.0,3.0,3.0,3.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28294932908460535,1.8186471828019042,-1.2688234636747824,2.0942367753101907,1.3468387269842452,1.1772273714369619,-1.092937693352944,0.8586776725998816,-0.6404771591372063,2.034231419738255,1.349839086859351,4.0,1.0,2.0,2.0,2.0,3.0,4.0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1781942751432897,0.8401537769282799,-1.02289877601995,-0.6148565105224999,-0.543519500596949,-0.3644191610940013,-0.2895227762494376,-0.8278812159876497,-0.6404771591372063,-0.976563525066066,-0.281856995190024,4.0,1.0,3.0,1.0,2.0,4.0,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16467314394473687,-0.7498980076163597,-1.6623029639225144,1.2815087895603836,-0.543519500596949,-0.3644191610940013,0.11218468230231556,1.3186482785782987,-0.6404771591372063,0.4028529834629872,-0.281856995190024,5.0,4.0,3.0,2.0,3.0,2.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1710437108272698,-0.9945213590847658,1.3871631629974088,-0.6148565105224999,0.8359047833446286,1.0423167878706656,-0.6912302348011908,-0.06126353935695343,0.15669427823811324,-0.976563525066066,0.7822165099733523,5.0,3.0,3.0,3.0,2.0,1.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0662886568859542,-0.8722096833505628,1.0428686002806433,-0.6148565105224999,-0.23923978916701666,-0.3644191610940013,-0.2895227762494376,-0.6745576806615107,-2.234820033887845,-0.10624860726743034,-0.281856995190024,3.0,4.0,3.0,1.0,4.0,3.0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8424774203712831,1.4517121555992951,-0.7277891508341509,-1.156675167689038,0.8359047833446286,1.1772273714369619,-0.6912302348011908,-0.06126353935695343,-1.4376485965125256,1.7822694919920405,1.0978280995940177,4.0,2.0,4.0,3.0,1.0,3.0,3.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5003899987167435,-0.6275863318821566,-0.48186446317931836,0.7396901323938455,0.5622691754677592,0.8914995868024942,-0.6912302348011908,-0.36791061000923186,1.7510371529887523,1.634381228329841,0.949911040600859,3.0,1.0,3.0,2.0,2.0,3.0,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0662886568859542,-0.5052746561479536,-1.1704535886128495,0.1978714752273073,0.7059393246235809,1.0423167878706656,-0.6912302348011908,-0.21458707468309265,0.15669427823811324,-0.976563525066066,1.0978280995940177,1.0,3.0,2.0,3.0,4.0,2.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05913809256993423,-0.9945213590847658,0.3542794748471122,-0.6148565105224999,-1.488698614387546,-1.7711551100586682,1.317307057957575,0.7053541372737421,1.7510371529887523,-0.976563525066066,-1.6615420899740658,4.0,2.0,3.0,2.0,3.0,1.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28294932908460535,1.207088804130889,-1.514748151329615,-0.885765839105769,0.8359047833446286,1.1772273714369619,-0.6912302348011908,-0.06126353935695343,0.15669427823811324,1.7822694919920405,0.949911040600859,3.0,2.0,2.0,1.0,4.0,2.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.28294932908460535,-0.3829629804137506,-1.6131180263915479,0.1978714752273073,-0.935804276355192,-0.3644191610940013,-1.092937693352944,-1.1345282866399282,0.15669427823811324,-0.10624860726743034,-1.6615420899740658,2.0,4.0,1.0,1.0,3.0,4.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05913809256993423,0.35090707399146764,0.5018342874400117,-0.885765839105769,-0.543519500596949,-0.3644191610940013,2.522429433612835,-0.5212341453353716,-0.6404771591372063,-0.10624860726743034,-0.7910577131157575,4.0,3.0,3.0,2.0,3.0,2.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7242012352314147,-0.01602795321114146,0.9444987252187103,-0.6148565105224999,-0.23923978916701666,0.003948021182106815,2.1207219750610813,-0.5212341453353716,-0.6404771591372063,-0.10624860726743034,0.0794266637425508,3.0,1.0,1.0,2.0,3.0,2.0,2.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1710437108272698,1.696335507067701,-0.7769740883651174,-0.6148565105224999,-1.488698614387546,-1.7711551100586682,0.11218468230231556,-0.36791061000923186,-1.4376485965125256,-0.976563525066066,-0.7910577131157575,2.0,2.0,2.0,2.0,3.0,1.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3948549473419409,-0.5052746561479536,-0.13756990046255285,-0.6148565105224999,-0.935804276355192,-0.3644191610940013,-0.6912302348011908,-1.2878518219660675,-0.6404771591372063,-0.976563525066066,-0.281856995190024,4.0,3.0,2.0,1.0,4.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.619446181290099,-0.3829629804137506,-1.2688234636747824,-0.34394718193923085,0.40165961319364796,-1.7711551100586682,-1.092937693352944,-0.36791061000923186,2.5482085903640717,1.634381228329841,0.949911040600859,2.0,2.0,2.0,1.0,3.0,2.0,2.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5075405630327636,2.3078938857387166,0.4034644123780787,-1.156675167689038,1.7176489609708852,1.0423167878706656,-0.6912302348011908,1.4719718139044384,0.15669427823811324,0.7640663105312053,1.0978280995940177,1.0,4.0,4.0,1.0,3.0,3.0,3.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27657876220207245,-0.8722096833505628,0.8953137876877437,-1.156675167689038,1.5811746344251596,0.8914995868024942,1.7190145165093282,1.6252953492305782,0.9538657156134327,2.143482819060259,0.5886273816682842,3.0,1.0,3.0,4.0,4.0,4.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.618666183856612,-0.13833962894534452,-1.711487901453481,0.7396901323938455,1.1647546229385308,0.8914995868024942,-0.6912302348011908,0.3987070666214634,1.7510371529887523,1.9145600517688077,1.2301444176720675,2.0,1.0,3.0,3.0,4.0,1.0,3.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3948549473419409,-0.01602795321114146,0.5510192249709782,0.4687808038105764,0.009374837435404935,-0.3644191610940013,-1.092937693352944,-0.6745576806615107,0.15669427823811324,-0.976563525066066,0.0794266637425508,4.0,1.0,3.0,2.0,1.0,1.0,3.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5067605655992764,-0.9945213590847658,-1.6131180263915479,1.8233274467269218,0.7059393246235809,1.0423167878706656,-0.6912302348011908,-0.21458707468309265,0.15669427823811324,1.634381228329841,1.0978280995940177,3.0,1.0,3.0,2.0,4.0,2.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0662886568859542,-0.8722096833505628,-1.2688234636747824,-0.885765839105769,-0.935804276355192,-0.3644191610940013,2.522429433612835,-0.6745576806615107,0.15669427823811324,0.4028529834629872,-0.281856995190024,1.0,1.0,3.0,1.0,2.0,4.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8361068534887502,-0.6275863318821566,1.2887932879354758,-0.34394718193923085,2.0088797190405785,1.1772273714369619,-0.6912302348011908,2.3919130258612737,0.9538657156134327,2.423661642499225,1.6527008868316604,2.0,3.0,4.0,5.0,1.0,4.0,2.0
